code	name	field of ed
SITXLAN119A	Conduct basic workplace oral communication in a language other than English (Serbian)	091507
SITXLAN120A	Conduct basic workplace oral communication in a language other than English (Spanish)	091505
SITXLAN121A	Conduct basic workplace oral communication in a language other than English (Swedish)	091503
SITXLAN122A	Conduct basic workplace oral communication in a language other than English (Swiss German)	091503
SITXLAN123A	Conduct basic workplace oral communication in a language other than English (Taiwanese)	091515
SITXLAN124A	Conduct basic workplace oral communication in a language other than English (Thai)	091513
SITXLAN125A	Conduct basic workplace oral communication in a language other than English (Turkish)	091509
SITXLAN126A	Conduct basic workplace oral communication in a language other than English (Croatian)	091507
SITXLAN127A	Conduct basic workplace oral communication in a language other than English (Bosnian)	091507
SITXLAN128A	Conduct basic workplace oral communication in a language other than English (Australian Indigenous l	091517
SITXLAN129A	Conduct basic workplace oral communication in a language other than English (AUSLAN)	091599
SITXLAN1__A	Conduct basic workplace oral communication in a language other than English	091599
SITXLAN201A	Conduct routine workplace oral communication in a language other than English (Arabic)	091509
SITXLAN202A	Conduct routine workplace oral communication in a language other than English (Indonesian)	091513
SITXLAN203A	Conduct routine workplace oral communication in a language other than English (Cantonese)	091515
SITXLAN204A	Conduct routine workplace oral communication in a language other than English (Dutch)	091503
SITXLAN205A	Conduct routine workplace oral communication in a language other than English (Finnish)	091507
SITXLAN206A	Conduct routine workplace oral communication in a language other than English (French)	091505
SITXLAN207A	Conduct routine workplace oral communication in a language other than English (German)	091503
SITXLAN208A	Conduct routine workplace oral communication in a language other than English (Greek)	091505
SITXLAN209A	Conduct routine workplace oral communication in a language other than English (Hindi)	091511
SITXLAN2101	Conduct basic oral communication in a language other than English (Arabic)	091509
SITXLAN2102	Conduct basic oral communication in a language other than English (Indonesian)	091513
SITXLAN2103	Conduct basic oral communication in a language other than English (Cantonese)	091515
SITXLAN2104	Conduct basic oral communication in a language other than English (Dutch)	091503
SITXLAN2105	Conduct basic oral communication in a language other than English (Finnish)	091507
SITXLAN2106	Conduct basic oral communication in a language other than English (French)	091505
SITXLAN2107	Conduct basic oral communication in a language other than English (German)	091503
SITXLAN2108	Conduct basic oral communication in a language other than English (Greek)	091505
SITXLAN2109	Conduct basic oral communication in a language other than English (Hindi)	091511
SITXLAN210A	Conduct routine workplace oral communication in a language other than English (Hungarian)	091507
SITXLAN2110	Conduct basic oral communication in a language other than English (Hungarian)	091507
SITXLAN2111	Conduct basic oral communication in a language other than English (Italian)	091505
SITXLAN2112	Conduct basic oral communication in a language other than English (Japanese)	091515
SITXLAN2113	Conduct basic oral communication in a language other than English (Korean)	091515
SITXLAN2114	Conduct basic oral communication in a language other than English (Malay)	091513
SITXLAN2115	Conduct basic oral communication in a language other than English (Mandarin)	091515
SITXLAN2116	Conduct basic oral communication in a language other than English (Polish)	091507
SITXLAN2117	Conduct basic oral communication in a language other than English (Portuguese)	091505
SITXLAN2118	Conduct basic oral communication in a language other than English (Russian)	091507
SITXLAN2119	Conduct basic oral communication in a language other than English (Serbian)	091507
SITXLAN211A	Conduct routine workplace oral communication in a language other than English (Italian)	091505
SITXLAN2120	Conduct basic oral communication in a language other than English (Spanish)	091505
SITXLAN2121	Conduct basic oral communication in a language other than English (Swedish)	091503
SITXLAN2122	Conduct basic oral communication in a language other than English (Swiss German)	091503
SITXLAN2123	Conduct basic oral communication in a language other than English (Taiwanese)	091515
SITXLAN2124	Conduct basic oral communication in a language other than English (Thai)	091513
SITXLAN2125	Conduct basic oral communication in a language other than English (Turkish)	091509
SITXLAN2126	Conduct basic oral communication in a language other than English (Croatian)	091507
SITXLAN2127	Conduct basic oral communication in a language other than English (Bosnian)	091507
SITXLAN2128	Conduct basic oral communication in a language other than English (Australian Indigenous languages)	091517
SITXLAN2129	Conduct basic oral communication in a language other than English (AUSLAN)	091599
SITXLAN212A	Conduct routine workplace oral communication in a language other than English (Japanese)	091515
SITXLAN213A	Conduct routine workplace oral communication in a language other than English (Korean)	091515
SITXLAN214A	Conduct routine workplace oral communication in a language other than English (Malay)	091513
SITXLAN215A	Conduct routine workplace oral communication in a language other than English (Mandarin)	091515
SITXLAN216A	Conduct routine workplace oral communication in a language other than English (Polish)	091507
SITXLAN217A	Conduct routine workplace oral communication in a language other than English (Portuguese)	091505
SITXLAN218A	Conduct routine workplace oral communication in a language other than English (Russian)	091507
SITXLAN219A	Conduct routine workplace oral communication in a language other than English (Serbian)	091507
SITXLAN21__	Conduct basic oral communication in a language other than English	091599
SITXLAN2201	Conduct routine oral communication in a language other than English (Arabic)	091509
SITXLAN2202	Conduct routine oral communication in a language other than English (Indonesian)	091513
SITXLAN2203	Conduct routine oral communication in a language other than English (Cantonese)	091515
SITXLAN2204	Conduct routine oral communication in a language other than English (Dutch)	091503
SITXLAN2205	Conduct routine oral communication in a language other than English (Finnish)	091507
SITXLAN2206	Conduct routine oral communication in a language other than English (French)	091505
SITXLAN2207	Conduct routine oral communication in a language other than English (German)	091503
SITXLAN2208	Conduct routine oral communication in a language other than English (Greek)	091505
SITXLAN2209	Conduct routine oral communication in a language other than English (Hindi)	091511
SITXLAN220A	Conduct routine workplace oral communication in a language other than English (Spanish)	091505
SITXLAN2210	Conduct routine oral communication in a language other than English (Hungarian)	091507
SITXLAN2211	Conduct routine oral communication in a language other than English (Italian)	091505
SITXLAN2212	Conduct routine oral communication in a language other than English (Japanese)	091515
SITXLAN2213	Conduct routine oral communication in a language other than English (Korean)	091515
SITXLAN2214	Conduct routine oral communication in a language other than English (Malay)	091513
SITXLAN2215	Conduct routine oral communication in a language other than English (Mandarin)	091515
SITXLAN2216	Conduct routine oral communication in a language other than English (Polish)	091507
SITXLAN2217	Conduct routine oral communication in a language other than English (Portuguese)	091505
SITXLAN2218	Conduct routine oral communication in a language other than English (Russian)	091507
SITXLAN2219	Conduct routine oral communication in a language other than English (Serbian)	091507
SITXLAN221A	Conduct routine workplace oral communication in a language other than English (Swedish)	091503
SITXLAN2220	Conduct routine oral communication in a language other than English (Spanish)	091505
SITXLAN2221	Conduct routine oral communication in a language other than English (Swedish)	091503
SITXLAN2222	Conduct routine oral communication in a language other than English (Swiss German)	091503
SITXLAN2223	Conduct routine oral communication in a language other than English (Taiwanese)	091515
SITXLAN2224	Conduct routine oral communication in a language other than English (Thai)	091513
SITXLAN2225	Conduct routine oral communication in a language other than English (Turkish)	091509
SITXLAN2226	Conduct routine oral communication in a language other than English (Croatian)	091507
SITXLAN2227	Conduct routine oral communication in a language other than English (Bosnian)	091507
SITXLAN2228	Conduct routine oral communication in a language other than English(Australian Indigenous languages	091517
SITXLAN2229	Conduct routine oral communication in a language other than English (AUSLAN)	091599
SITXLAN222A	Conduct routine workplace oral communication in a language other than English (Swiss German)	091503
SITXLAN223A	Conduct routine workplace oral communication in a language other than English (Taiwanese)	091515
SITXLAN224A	Conduct routine workplace oral communication in a language other than English (Thai)	091513
SITXLAN225A	Conduct routine workplace oral communication in a language other than English (Turkish)	091509
SITXLAN226A	Conduct routine workplace oral communication in a language other than English (Croatian)	091507
SITXLAN227A	Conduct routine workplace oral communication in a language other than English (Bosnian)	091507
SITXLAN228A	Conduct routine workplace oral communication in a language other than English (Australian Indigenous	091517
SITXLAN229A	Conduct routine workplace oral communication in a language other than English (AUSLAN)	091599
SITXLAN22__	Conduct routine oral communication in a language other than English	091599
SITXLAN2__A	Conduct routine workplace oral communication in a language other than English	091599
SITXLAN301A	Conduct workplace oral communication in a language other than English (Arabic)	091509
SITXLAN302A	Conduct workplace oral communication in a language other than English (Indonesian)	091513
SITXLAN303A	Conduct workplace oral communication in a language other than English (Cantonese)	091515
SITXLAN304A	Conduct workplace oral communication in a language other than English (Dutch)	091503
SITXLAN305A	Conduct workplace oral communication in a language other than English (Finnish)	091507
SITXLAN306A	Conduct workplace oral communication in a language other than English (French)	091505
SITXLAN307A	Conduct workplace oral communication in a language other than English (German)	091503
SITXLAN308A	Conduct workplace oral communication in a language other than English (Greek)	091505
SITXLAN309A	Conduct workplace oral communication in a language other than English (Hindi)	091511
SITXLAN3101	Conduct oral communication in a language other than English (Arabic)	091509
SITXLAN3102	Conduct oral communication in a language other than English (Indonesian)	091513
SITXLAN3103	Conduct oral communication in a language other than English (Cantonese)	091515
SITXLAN3104	Conduct oral communication in a language other than English (Dutch)	091503
SITXLAN3105	Conduct oral communication in a language other than English (Finnish)	091507
SITXLAN3106	Conduct oral communication in a language other than English (French)	091505
SITXLAN3107	Conduct oral communication in a language other than English (German)	091503
SITXLAN3108	Conduct oral communication in a language other than English (Greek)	091505
SITXLAN3109	Conduct oral communication in a language other than English (Hindi)	091511
SITXLAN310A	Conduct workplace oral communication in a language other than English (Hungarian)	091507
SITXLAN3110	Conduct oral communication in a language other than English (Hungarian)	091507
SITXLAN3111	Conduct oral communication in a language other than English (Italian)	091505
SITXLAN3112	Conduct oral communication in a language other than English (Japanese)	091515
SITXLAN3113	Conduct oral communication in a language other than English (Korean)	091515
SITXLAN3114	Conduct oral communication in a language other than English (Malay)	091513
SITXLAN3115	Conduct oral communication in a language other than English (Mandarin)	091515
SITXLAN3116	Conduct oral communication in a language other than English (Polish)	091507
SITXLAN3117	Conduct oral communication in a language other than English (Portuguese)	091505
SITXLAN3118	Conduct oral communication in a language other than English (Russian)	091507
SITXLAN3119	Conduct oral communication in a language other than English (Serbian)	091507
SITXLAN311A	Conduct workplace oral communication in a language other than English (Italian)	091505
SITXLAN3120	Conduct oral communication in a language other than English (Spanish)	091505
SITXLAN3121	Conduct oral communication in a language other than English (Swedish)	091503
SITXLAN3122	Conduct oral communication in a language other than English (Swiss German)	091503
SITXLAN3123	Conduct oral communication in a language other than English (Taiwanese)	091515
SITXLAN3124	Conduct oral communication in a language other than English (Thai)	091513
SITXLAN3125	Conduct oral communication in a language other than English (Turkish)	091509
SITXLAN3126	Conduct oral communication in a language other than English (Croatian)	091507
SITXLAN3127	Conduct oral communication in a language other than English (Bosnian)	091507
SITXLAN3128	Conduct oral communication in a language other than English (Australian Indigenous languages)	091517
SITXLAN3129	Conduct oral communication in a language other than English (AUSLAN)	091599
SITXLAN312A	Conduct workplace oral communication in a language other than English (Japanese)	091515
SITXLAN313A	Conduct workplace oral communication in a language other than English (Korean)	091515
SITXLAN314A	Conduct workplace oral communication in a language other than English (Malay)	091513
SITXLAN315A	Conduct workplace oral communication in a language other than English (Mandarin)	091515
SITXLAN316A	Conduct workplace oral communication in a language other than English (Polish)	091507
SITXLAN317A	Conduct workplace oral communication in a language other than English (Portuguese)	091505
SITXLAN318A	Conduct workplace oral communication in a language other than English (Russian)	091507
SITXLAN319A	Conduct workplace oral communication in a language other than English (Serbian)	091507
SITXLAN31__	Conduct oral communication in a language other than English	091599
SITXLAN3201	Conduct complex oral communication in a language other than English (Arabic)	091509
SITXLAN3202	Conduct complex oral communication in a language other than English (Indonesian)	091513
SITXLAN3203	Conduct complex oral communication in a language other than English (Cantonese)	091515
SITXLAN3204	Conduct complex oral communication in a language other than English (Dutch)	091503
SITXLAN3205	Conduct complex oral communication in a language other than English (Finnish)	091507
SITXLAN3206	Conduct complex oral communication in a language other than English (French)	091505
SITXLAN3207	Conduct complex oral communication in a language other than English (German)	091503
SITXLAN3208	Conduct complex oral communication in a language other than English (Greek)	091505
SITXLAN3209	Conduct complex oral communication in a language other than English (Hindi)	091511
SITXLAN320A	Conduct workplace oral communication in a language other than English (Spanish)	091505
SITXLAN3210	Conduct complex oral communication in a language other than English (Hungarian)	091507
SITXLAN3211	Conduct complex oral communication in a language other than English (Italian)	091505
SITXLAN3212	Conduct complex oral communication in a language other than English (Japanese)	091515
SITXLAN3213	Conduct complex oral communication in a language other than English (Korean)	091515
SITXLAN3214	Conduct complex oral communication in a language other than English (Malay)	091513
SITXLAN3215	Conduct complex oral communication in a language other than English (Mandarin)	091515
SITXLAN3216	Conduct complex oral communication in a language other than English (Polish)	091507
SITXLAN3217	Conduct complex oral communication in a language other than English (Portuguese)	091505
SITXLAN3218	Conduct complex oral communication in a language other than English (Russian)	091507
SITXLAN3219	Conduct complex oral communication in a language other than English (Serbian)	091507
SITXLAN321A	Conduct workplace oral communication in a language other than English (Swedish)	091503
SITXLAN3220	Conduct complex oral communication in a language other than English (Spanish)	091505
SITXLAN3221	Conduct complex oral communication in a language other than English (Swedish)	091503
SITXLAN3222	Conduct complex oral communication in a language other than English (Swiss German)	091503
SITXLAN3223	Conduct complex oral communication in a language other than English (Taiwanese)	091515
SITXLAN3224	Conduct complex oral communication in a language other than English (Thai)	091513
SITXLAN3225	Conduct complex oral communication in a language other than English (Turkish)	091509
SITXLAN3226	Conduct complex oral communication in a language other than English (Croatian)	091507
SITXLAN3227	Conduct complex oral communication in a language other than English (Bosnian)	091507
SITXLAN3228	Conduct complex oral communication in a language other than English(Australian Indigenous languages	091517
SITXLAN3229	Conduct complex oral communication in a language other than English (AUSLAN)	091599
SITXLAN322A	Conduct workplace oral communication in a language other than English (Swiss German)	091503
SITXLAN323A	Conduct workplace oral communication in a language other than English (Taiwanese)	091515
SITXLAN324A	Conduct workplace oral communication in a language other than English (Thai)	091513
SITXLAN325A	Conduct workplace oral communication in a language other than English (Turkish)	091509
SITXLAN326A	Conduct workplace oral communication in a language other than English (Croatian)	091507
SITXLAN327A	Conduct workplace oral communication in a language other than English (Bosnian)	091507
SITXLAN328A	Conduct workplace oral communication in a language other than English (Australian Indigenous languag	091517
SITXLAN329A	Conduct workplace oral communication in a language other than English (AUSLAN)	091599
SITXLAN32__	Conduct complex oral communication in a language other than English	091599
SITXLAN3301	Read and write information in a language other than English (Arabic)	091509
SITXLAN3302	Read and write information in a language other than English (Indonesian)	091513
SITXLAN3303	Read and write information in a language other than English (Cantonese)	091515
SITXLAN3304	Read and write information in a language other than English (Dutch)	091503
SITXLAN3305	Read and write information in a language other than English (Finnish)	091507
SITXLAN3306	Read and write information in a language other than English (French)	091505
SITXLAN3307	Read and write information in a language other than English (German)	091503
SITXLAN3308	Read and write information in a language other than English (Greek)	091505
SITXLAN3309	Read and write information in a language other than English (Hindi)	091511
SITXLAN3310	Read and write information in a language other than English (Hungarian)	091507
SITXLAN3311	Read and write information in a language other than English (Italian)	091505
SITXLAN3312	Read and write information in a language other than English (Japanese)	091515
SITXLAN3313	Read and write information in a language other than English (Korean)	091515
SITXLAN3314	Read and write information in a language other than English (Malay)	091513
SITXLAN3315	Read and write information in a language other than English (Mandarin)	091515
SITXLAN3316	Read and write information in a language other than English (Polish)	091507
SITXLAN3317	Read and write information in a language other than English (Portuguese)	091505
SITXLAN3318	Read and write information in a language other than English (Russian)	091507
SITXLAN3319	Read and write information in a language other than English (Serbian)	091507
SITXLAN3320	Read and write information in a language other than English (Spanish)	091505
SITXLAN3321	Read and write information in a language other than English (Swedish)	091503
SITXLAN3322	Read and write information in a language other than English (Swiss German)	091503
SITXLAN3323	Read and write information in a language other than English (Taiwanese)	091515
SITXLAN3324	Read and write information in a language other than English (Thai)	091513
SITXLAN3325	Read and write information in a language other than English (Turkish)	091509
SITXLAN3326	Read and write information in a language other than English (Croatian)	091507
SITXLAN3327	Read and write information in a language other than English (Bosnian)	091507
SITXLAN3328	Read and write information in a language other than English (Australian Indigenous languages)	091517
SITXLAN3329	Read and write information in a language other than English (AUSLAN)	091599
SITXLAN33__	Read and write information in a language other than English	091599
SITXLAN3401	Read and write documents in a language other than English (Arabic)	091509
SITXLAN3402	Read and write documents in a language other than English (Indonesian)	091513
SITXLAN3403	Read and write documents in a language other than English (Cantonese)	091515
SITXLAN3404	Read and write documents in a language other than English (Dutch)	091503
SITXLAN3405	Read and write documents in a language other than English (Finnish)	091507
SITXLAN3406	Read and write documents in a language other than English (French)	091505
SITXLAN3407	Read and write documents in a language other than English (German)	091503
SITXLAN3408	Read and write documents in a language other than English (Greek)	091505
SITXLAN3409	Read and write documents in a language other than English (Hindi)	091511
SITXLAN3410	Read and write documents in a language other than English (Hungarian)	091507
SITXLAN3411	Read and write documents in a language other than English (Italian)	091505
SITXLAN3412	Read and write documents in a language other than English (Japanese)	091515
SITXLAN3413	Read and write documents in a language other than English (Korean)	091515
SITXLAN3414	Read and write documents in a language other than English (Malay)	091513
SITXLAN3415	Read and write documents in a language other than English (Mandarin)	091515
SITXLAN3416	Read and write documents in a language other than English (Polish)	091507
SITXLAN3417	Read and write documents in a language other than English (Portuguese)	091505
SITXLAN3418	Read and write documents in a language other than English (Russian)	091507
SITXLAN3419	Read and write documents in a language other than English (Serbian)	091507
SITXLAN3420	Read and write documents in a language other than English (Spanish)	091505
SITXLAN3421	Read and write documents in a language other than English (Swedish)	091503
SITXLAN3422	Read and write documents in a language other than English (Swiss German)	091503
SITXLAN3423	Read and write documents in a language other than English (Taiwanese)	091515
SITXLAN3424	Read and write documents in a language other than English (Thai)	091513
SITXLAN3425	Read and write documents in a language other than English (Turkish)	091509
SITXLAN3426	Read and write documents in a language other than English (Croatian)	091507
SITXLAN3427	Read and write documents in a language other than English (Bosnian)	091507
SITXLAN3428	Read and write documents in a language other than English (Australian Indigenous languages)	091517
SITXLAN3429	Read and write documents in a language other than English (AUSLAN)	091599
SITXLAN34__	Read and write documents in a language other than English	091599
SITXLAN3__A	Conduct workplace oral communication in a language other than English	091599
SITXLAN401A	Conduct complex workplace oral communication in a language other than English (Arabic)	091509
SITXLAN402A	Conduct complex workplace oral communication in a language other than English (Indonesian)	091513
SITXLAN403A	Conduct complex workplace oral communication in a language other than English (Cantonese)	091515
SITXLAN404A	Conduct complex workplace oral communication in a language other than English (Dutch)	091503
SITXLAN405A	Conduct complex workplace oral communication in a language other than English (Finnish)	091507
SITXLAN406A	Conduct complex workplace oral communication in a language other than English (French)	091505
SITXLAN407A	Conduct complex workplace oral communication in a language other than English (German)	091503
SITXLAN408A	Conduct complex workplace oral communication in a language other than English (Greek)	091505
SITXLAN409A	Conduct complex workplace oral communication in a language other than English (Hindi)	091511
SITXLAN410A	Conduct complex workplace oral communication in a language other than English (Hungarian)	091507
SITXLAN411A	Conduct complex workplace oral communication in a language other than English (Italian)	091505
SITXLAN412A	Conduct complex workplace oral communication in a language other than English (Japanese)	091515
SITXLAN413A	Conduct complex workplace oral communication in a language other than English (Korean)	091515
SITXLAN414A	Conduct complex workplace oral communication in a language other than English (Malay)	091513
SITXLAN415A	Conduct complex workplace oral communication in a language other than English (Mandarin)	091515
SITXLAN416A	Conduct complex workplace oral communication in a language other than English (Polish)	091507
SITXLAN417A	Conduct complex workplace oral communication in a language other than English (Portuguese)	091505
SITXLAN418A	Conduct complex workplace oral communication in a language other than English (Russian)	091507
SITXLAN419A	Conduct complex workplace oral communication in a language other than English (Serbian)	091507
SITXLAN420A	Conduct complex workplace oral communication in a language other than English (Spanish)	091505
SITXLAN421A	Conduct complex workplace oral communication in a language other than English (Swedish)	091503
SITXLAN422A	Conduct complex workplace oral communication in a language other than English (Swiss German)	091503
SITXLAN423A	Conduct complex workplace oral communication in a language other than English (Taiwanese)	091515
SITXLAN424A	Conduct complex workplace oral communication in a language other than English (Thai)	091513
SITXLAN425A	Conduct complex workplace oral communication in a language other than English (Turkish)	091509
SITXLAN426A	Conduct complex workplace oral communication in a language other than English (Croatian)	091507
SITXLAN427A	Conduct complex workplace oral communication in a language other than English (Bosnian)	091507
SITXLAN428A	Conduct complex workplace oral communication in a language other than English (Australian Indigenous	091501
SITXLAN429A	Conduct complex workplace oral communication in a language other than English (AUSLAN)	091599
SITXLAN4__A	Conduct complex workplace oral communication in a language other than English	091599
SITXLAN501A	Read and write workplace information in a language other than English (Arabic)	091509
SITXLAN502A	Read and write workplace information in a language other than English (Indonesian)	091513
SITXLAN503A	Read and write workplace information in a language other than English (Cantonese)	091515
SITXLAN504A	Read and write workplace information in a language other than English (Dutch)	091503
SITXLAN505A	Read and write workplace information in a language other than English (Finnish)	091507
SITXLAN506A	Read and write workplace information in a language other than English (French)	091505
SITXLAN507A	Read and write workplace information in a language other than English (German)	091503
SITXLAN508A	Read and write workplace information in a language other than English (Greek)	091505
SITXLAN509A	Read and write workplace information in a language other than English (Hindi)	091511
SITXLAN510A	Read and write workplace information in a language other than English (Hungarian)	091507
SITXLAN511A	Read and write workplace information in a language other than English (Italian)	091505
SITXLAN512A	Read and write workplace information in a language other than English (Japanese)	091515
SITXLAN513A	Read and write workplace information in a language other than English (Korean)	091515
SITXLAN514A	Read and write workplace information in a language other than English (Malay)	091513
SITXLAN515A	Read and write workplace information in a language other than English (Mandarin)	091515
SITXLAN516A	Read and write workplace information in a language other than English (Polish)	091507
SITXLAN517A	Read and write workplace information in a language other than English (Portuguese)	091505
SITXLAN518A	Read and write workplace information in a language other than English (Russian)	091507
SITXLAN519A	Read and write workplace information in a language other than English (Serbian)	091507
SITXLAN520A	Read and write workplace information in a language other than English (Spanish)	091505
SITXLAN521A	Read and write workplace information in a language other than English (Swedish)	091503
SITXLAN522A	Read and write workplace information in a language other than English (Swiss German)	091503
SITXLAN523A	Read and write workplace information in a language other than English (Taiwanese)	091515
SITXLAN524A	Read and write workplace information in a language other than English (Thai)	091513
SITXLAN525A	Read and write workplace information in a language other than English (Turkish)	091509
SITXLAN526A	Read and write workplace information in a language other than English (Croatian)	091507
SITXLAN527A	Read and write workplace information in a language other than English (Bosnian)	091507
SITXLAN528A	Read and write workplace information in a language other than English (Australian Indigenous languag	091517
SITXLAN529A	Read and write workplace information in a language other than English (AUSLAN)	091599
SITXLAN5__A	Read and write workplace information in a language other than English	091599
SITXLAN601A	Read and write workplace documents in a language other than English (Arabic)	091509
SITXLAN602A	Read and write workplace documents in a language other than English (Indonesian)	091513
SITXLAN603A	Read and write workplace documents in a language other than English (Cantonese)	091515
SITXLAN604A	Read and write workplace documents in a language other than English (Dutch)	091503
SITXLAN605A	Read and write workplace documents in a language other than English (Finnish)	091507
SITXLAN606A	Read and write workplace documents in a language other than English (French)	091505
SITXLAN607A	Read and write workplace documents in a language other than English (German)	091503
SITXLAN608A	Read and write workplace documents in a language other than English (Greek)	091505
SITXLAN609A	Read and write workplace documents in a language other than English (Hindi)	091511
SITXLAN610A	Read and write workplace documents in a language other than English (Hungarian)	091507
SITXLAN611A	Read and write workplace documents in a language other than English (Italian)	091505
SITXLAN612A	Read and write workplace documents in a language other than English (Japanese)	091515
SITXLAN613A	Read and write workplace documents in a language other than English (Korean)	091515
SITXLAN614A	Read and write workplace documents in a language other than English (Malay)	091513
SITXLAN615A	Read and write workplace documents in a language other than English (Mandarin)	091515
SITXLAN616A	Read and write workplace documents in a language other than English (Polish)	091507
SITXLAN617A	Read and write workplace documents in a language other than English (Portuguese)	091505
SITXLAN618A	Read and write workplace documents in a language other than English (Russian)	091507
SITXLAN619A	Read and write workplace documents in a language other than English (Serbian)	091507
SITXLAN620A	Read and write workplace documents in a language other than English (Spanish)	091505
SITXLAN621A	Read and write workplace documents in a language other than English (Swedish)	091503
SITXLAN622A	Read and write workplace documents in a language other than English (Swiss German)	091503
SITXLAN623A	Read and write workplace documents in a language other than English (Taiwanese)	091515
SITXLAN624A	Read and write workplace documents in a language other than English (Thai)	091513
SITXLAN625A	Read and write workplace documents in a language other than English (Turkish)	091509
SITXLAN626A	Read and write workplace documents in a language other than English (Croatian)	091507
SITXLAN627A	Read and write workplace documents in a language other than English (Bosnian)	091507
SITXLAN628A	Read and write workplace documents in a language other than English (Australian Indigenous languages	091517
SITXLAN629A	Read and write workplace documents in a language other than English (AUSLAN)	091599
SITXLAN6__A	Read and write workplace documents in a language other than English	091599
SITXMGT001A	Monitor work operations	080301
SITXMGT002A	Develop and implement operational plans	080301
SITXMGT003A	Manage projects	080301
SITXMGT004A	Develop and implement a business plan	080301
SITXMGT005A	Manage business risk	080301
SITXMGT006A	Establish and conduct business relationships	080301
SITXMGT401	Monitor work operations	080301
SITXMGT501	Establish and conduct business relationships	080301
SITXMGT502	Manage projects	080315
SITXMPR001A	Coordinate production of brochures and marketing materials	080505
SITXMPR002A	Create a promotional display or stand	080505
SITXMPR003A	Plan and implement sales activities	080501
SITXMPR004A	Coordinate marketing activities	080505
SITXMPR005A	Develop and manage marketing strategies	080505
SITXMPR006A	Participate in cooperative online marketing initiatives for the tourism industry	080505
SITXMPR401	Coordinate production of brochures and marketing materials	080505
SITXMPR402	Create a promotional display or stand	080505
SITXMPR403	Plan and implement sales activities	080501
SITXMPR404	Coordinate marketing activities	080505
SITXMPR405	Participate in cooperative online marketing initiatives	080505
SITXMPR501	Obtain and manage sponsorship	080399
SITXMPR502	Develop and implement marketing strategies	080505
SITXOHS001A	Follow health, safety and security procedures	061301
SITXOHS001B	Follow health, safety and security procedures	061301
SITXOHS002A	Follow workplace hygiene procedures	061301
SITXOHS003A	Identify hazards, and assess and control safety risks	061301
SITXOHS003B	Identify hazards, and assess and control safety risks	061301
SITXOHS004A	Implement and monitor workplace health, safety and security practices	061301
SITXOHS004B	Implement and monitor workplace health, safety and security practices	061301
SITXOHS005A	Establish and maintain an OHS system	061301
SITXQUA001A	Contribute to workplace improvements	120505
SITXQUA002A	Originate and develop a concept	120505
SITXWHS101	Participate in safe work practices	061301
SITXWHS301	Identify hazards, assess and control safety risks	061301
SITXWHS401	Implement and monitor work health and safety practices	061301
SITXWHS601	Establish and maintain a work health and safety system	061301
SRCAQU001A	Monitor pool water quality	019909
SRCAQU001B	Monitor pool water quality	019909
SRCAQU002A	Operate aquatic facility plant and equipment	030717
SRCAQU002B	Operate aquatic facility plant and equipment	030717
SRCAQU003A	Respond to an aquatic emergency using basic water rescue techniques	069907
SRCAQU003B	Respond to an aquatic emergency using basic water rescue techniques	069907
SRCAQU004A	Maintain pool water quality	019909
SRCAQU004B	Maintain pool water quality	019909
SRCAQU005A	Implement aquatic facility plant and equipment maintenance program	030717
SRCAQU005B	Implement aquatic facility plant and equipment maintenance program	030717
SRCAQU006A	Supervise clients at an aquatic facility or environment	080313
SRCAQU006B	Supervise clients at an aquatic facility or environment	080313
SRCAQU007A	Respond to an aquatic emergency using advanced water rescue techniques	069907
SRCAQU007B	Respond to an aquatic emergency using advanced water rescue techniques	069907
SRCAQU008A	Apply the principles of movement in water to aquatic activities	069903
SRCAQU008B	Apply the principles of movement in water to aquatic activities	069903
SRCAQU009A	Instruct water familiarisation, buoyancy and mobility skills	092103
SRCAQU009B	Instruct water familiarisation, buoyancy and mobility skills	092103
SRCAQU010A	Instruct water safety and survival skills	092103
SRCAQU010B	Instruct water safety and survival skills	092103
SRCAQU011A	Instruct the strokes of swimming	092103
SRCAQU011B	Instruct the strokes of swimming	092103
SRCAQU012A	Foster the motor, cognitive and personal development of infants and toddlers in an aquatic environme	092101
SRCAQU012B	Foster the motor, cognitive and personal development of infants and toddlers in an aquatic environme	092101
SRCAQU013A	Collect and analyse information on the philosophy and structure of the Australian aquatic industry	120501
SRCAQU013B	Collect and analyse information on the philosophy and structure of the Australian aquatic industry	120501
SRCAQU014A	Assist participants with a disability during aquatic activities	061301
SRCAQU014B	Assist participants with a disability during aquatic activities	061301
SRCAQU015A	Develop procedures for maintaining pool water quality to health standards	019909
SRCAQU015B	Develop procedures for maintaining pool water quality to health standards	019909
SRCAQU016A	Develop maintenance systems for an aquatic facility	030717
SRCAQU016B	Develop maintenance systems for an aquatic facility	030717
SRCAQU017A	Coordinate lifeguard services at an aquatic facility or environment	120505
SRCAQU017B	Coordinate lifeguard service at an aquatic facility or environment	120505
SRCAQU018A	Operate self-contained breathing apparatus in an aquatic facility	061301
SRCCAP001A	Apply basic exercise science to a community activity program	092103
SRCCAP002A	Promote the benefits of healthy eating to participants	061307
SRCCAP003A	Demonstrate basis of body functioning to an activity group	061307
SRCCAP004A	Support delivery of a group activity	090599
SRCCAP005A	Perform warm-up stretching and cool-down techniques before and after participation in an activity	092103
SRCCRD001A	Access information for community recreation	080509
SRCCRD001B	Access information and resources for community recreation	080509
SRCCRD002A	Apply the principles of community development to community recreation work	080509
